config,physical_machines,services,generations,alpha,beta,latency,energy,placement_physical,placement_vm,is_perfect
config-24,4,8,0,0.5,0.5,13693.469515335393,2640.4191702868966,[1 0 1 0 0 2 0 3],[0 0 0 0 0 0 0 0],"[True, True, True, False, True, True, True, True]"
config-25,3,5,0,0.5,0.5,16734.251748173196,3579.382450187478,[2 0 0 0 0],[0 0 0 0 0],"[True, True, False, True, True]"
config-26,4,7,0,0.5,0.5,13321.708678784003,1675.6329947251925,[1 0 2 1 0 3 0],[1 0 0 0 1 0 1],"[True, True, True, False, True, True, True]"
config-27,3,7,0,0.5,0.5,33349.78392200456,7424.828443408933,[1 0 0 0 0 2 0],[0 0 1 0 1 0 1],"[True, True, False, True, True, True, True]"
config-28,4,7,0,0.5,0.5,14503.45220720627,1643.495639409247,[2 0 1 1 0 3 0],[1 0 0 0 0 0 0],"[True, True, True, False, True, True, True]"
config-29,4,7,0,0.5,0.5,27835.065478524797,4315.77593993266,[0 0 2 0 0 3 2],[1 0 0 0 1 0 0],"[True, True, True, False, True, True, True]"
config-30,4,5,0,0.5,0.5,31459.41758416934,6777.605168590806,[3 0 3 3 0],[0 0 0 0 0],"[True, True, True, False, True]"
config-31,4,5,0,0.5,0.5,26685.429901085234,2465.146342121424,[1 0 3 0 0],[0 0 0 0 1],"[True, True, True, False, True]"
config-32,3,5,0,0.5,0.5,17423.868306871114,3153.385805437179,[2 0 0 0 0],[1 0 1 0 1],"[True, True, False, True, True]"
config-33,4,7,0,0.5,0.5,13189.807027109697,1518.718856980797,[1 0 1 0 0 3 0],[1 0 0 0 0 0 0],"[True, True, True, False, True, True, True]"
config-34,4,6,0,0.5,0.5,30383.788058148366,4499.203203904015,[2 0 1 2 0 3],[0 0 0 0 0 0],"[True, True, True, False, True, True]"
config-35,4,7,0,0.5,0.5,23457.08657697689,6787.7659736053065,[1 0 2 1 0 3 1],[0 0 0 0 0 0 0],"[True, True, True, False, True, True, True]"
config-36,4,7,0,0.5,0.5,27144.332001649826,4747.165949451318,[1 0 2 0 0 3 1],[1 0 0 0 0 0 0],"[True, True, True, False, True, True, True]"
config-37,4,5,0,0.5,0.5,30992.520783860105,4222.107903014269,[0 1 3 0 0],[1 0 1 0 1],"[True, True, True, False, True]"
config-38,4,7,0,0.5,0.5,24623.7944627486,4278.806486920491,[1 0 3 0 0 2 2],[1 0 0 0 0 0 0],"[True, True, True, False, True, True, True]"
config-39,3,7,0,0.5,0.5,25901.148453051916,6259.833300185658,[1 0 0 0 0 2 0],[1 0 0 0 1 0 1],"[True, True, False, True, True, True, True]"
config-40,3,5,0,0.5,0.5,34032.337944534294,4859.259571614292,[2 0 0 1 0],[0 0 0 0 0],"[True, True, False, True, True]"
config-41,3,6,0,0.5,0.5,22350.306936617126,2733.4337404987964,[2 0 0 0 0 2],[0 0 0 0 0 1],"[True, True, False, True, True, True]"
config-42,4,6,0,0.5,0.5,26410.16962982584,4235.660987792289,[2 0 1 2 0 3],[0 0 0 0 0 1],"[True, True, True, False, True, True]"
config-43,4,7,0,0.5,0.5,19131.86404898214,4081.5157252204813,[2 0 2 0 0 3 1],[0 0 0 0 0 0 0],"[True, True, True, False, True, True, True]"
config-44,4,6,0,0.5,0.5,24273.718390385468,4934.031766007441,[2 0 2 1 0 3],[0 0 0 0 0 1],"[True, True, True, False, True, True]"
config-45,3,5,0,0.5,0.5,11928.841139039705,1032.3585674409057,[2 0 1 1 0],[1 0 1 0 0],"[True, True, False, True, True]"
config-46,3,8,0,0.5,0.5,25248.78723120652,5519.252165656271,[0 0 1 0 0 1 0 2],[0 0 0 1 0 0 0 0],"[True, True, False, True, True, True, True, True]"
config-47,3,6,0,0.5,0.5,25569.38562924919,4047.926673359628,[2 0 0 1 0 2],[0 0 0 0 0 0],"[True, True, False, True, True, True]"
config-48,3,6,0,0.5,0.5,18600.700307241415,2431.5266213017985,[2 0 0 0 0 2],[0 0 0 0 0 1],"[True, True, False, True, True, True]"
config-49,4,6,0,0.5,0.5,23394.937558822618,2635.893150601461,[2 0 2 1 0 3],[0 1 0 0 0 1],"[True, True, True, False, True, True]"
