config,physical_machines,services,generations,alpha,beta,latency,energy,placement_physical,placement_vm,is_perfect
config-24,4,8,0,0.5,0.5,11053.064920103267,3304.361416136317,"[0, 0, 2, 1, 0, 2, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[True, False, True, True, True, True, True, True]"
config-25,3,5,0,0.5,0.5,7778.367516750972,3032.946317668967,"[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]","[True, False, True, True, True]"
config-26,4,7,0,0.5,0.5,12246.198733678135,3654.210100105812,"[1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","[True, True, True, True, True, True, False]"
config-27,3,7,0,0.5,0.5,19333.46328888111,4342.783237775567,"[1, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0]","[False, True, True, True, True, True, False]"
config-28,4,7,0,0.5,0.5,12841.259373417943,3081.13400790531,"[1, 1, 2, 0, 0, 1, 2]","[0, 0, 1, 0, 0, 0, 1]","[True, True, True, True, True, True, True]"
config-29,4,7,0,0.5,0.5,9671.51989211301,2554.8240944305703,"[0, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 0]","[True, True, True, True, False, True, True]"
config-30,4,5,0,0.5,0.5,11111.416700539947,3575.30393415142,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[False, False, False, False, True]"
config-31,4,5,0,0.5,0.5,9889.208750586817,3137.906205234967,"[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[True, False, False, True, True]"
config-32,3,5,0,0.5,0.5,9849.987556475462,2760.454244512603,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[False, True, True, True, True]"
config-33,4,7,0,0.5,0.5,13720.1201329656,3209.0536417779595,"[1, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 0, 0, 0]","[True, True, True, True, True, True, True]"
config-34,4,6,0,0.5,0.5,11789.666754808079,3494.9080253343914,"[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[True, True, False, True, True, True]"
config-35,4,7,0,0.5,0.5,19763.24447805241,5679.412312507916,"[0, 2, 1, 0, 0, 2, 0]","[0, 1, 0, 0, 0, 1, 0]","[True, True, True, True, True, True, False]"
