config,physical_machines,services,generations,alpha,beta,latency,energy,placement_physical,placement_vm
config-19,31,64,100,0.5,0.5,107939.48872035567,28921.784589326668,"[18, 4, 5, 22, 3, 26, 12, 7, 22, 0, 2, 11, 1, 0, 6, 30, 7, 14, 8, 2, 27, 25, 0, 17, 14, 26, 0, 11, 8, 27, 20, 9, 24, 8, 0, 19, 28, 7, 6, 12, 4, 0, 20, 23, 30, 6, 13, 4, 7, 20, 20, 3, 6, 3, 7, 29, 7, 7, 17, 6, 27, 19, 29, 15]","[0, 0, 2, 3, 0, 0, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 2, 4, 1, 3, 0, 0, 0, 2, 3, 1, 0, 1, 2, 0, 0, 0, 1, 2, 1, 3, 0, 1, 2, 3, 4, 0, 0, 1, 2, 1, 0, 0, 2, 1, 3, 1, 0, 0, 1, 2, 3, 4, 1, 3, 1, 3, 2, 4]"
config-19,31,64,100,0.6,0.4,113657.45840889824,25313.90694735654,"[25, 12, 7, 4, 3, 7, 11, 6, 16, 0, 21, 0, 23, 4, 6, 2, 6, 30, 7, 17, 9, 4, 30, 4, 23, 21, 2, 27, 8, 9, 13, 24, 18, 19, 7, 11, 29, 29, 0, 4, 0, 21, 4, 14, 28, 10, 15, 3, 0, 3, 17, 1, 24, 19, 14, 3, 23, 20, 14, 5, 19, 7, 29, 5]","[0, 1, 2, 3, 4, 0, 1, 3, 0, 1, 2, 0, 1, 2, 0, 0, 2, 4, 0, 2, 3, 0, 2, 4, 1, 3, 0, 2, 3, 0, 1, 1, 3, 0, 1, 2, 0, 0, 1, 2, 0, 3, 4, 0, 0, 0, 1, 1, 2, 0, 1, 2, 0, 0, 1, 2, 0, 1, 2, 3, 4, 0, 0, 1]"
config-19,31,64,100,0.7,0.3,111430.63842575191,38771.235764229896,"[24, 4, 0, 28, 0, 3, 15, 2, 10, 0, 3, 14, 1, 5, 2, 0, 6, 4, 5, 7, 17, 0, 8, 28, 22, 22, 0, 27, 29, 10, 14, 5, 17, 17, 17, 6, 4, 21, 3, 3, 0, 6, 0, 14, 15, 8, 6, 27, 7, 17, 27, 0, 0, 6, 6, 29, 19, 7, 13, 21, 27, 1, 12, 2]","[0, 0, 1, 2, 0, 1, 2, 0, 0, 1, 2, 0, 0, 1, 2, 0, 2, 3, 0, 1, 2, 0, 2, 4, 0, 0, 3, 1, 3, 0, 1, 2, 0, 3, 4, 0, 0, 0, 1, 2, 0, 2, 4, 0, 1, 2, 0, 1, 2, 0, 2, 4, 1, 3, 0, 1, 2, 0, 1, 2, 1, 1, 3, 1]"
config-19,31,64,100,0.8,0.2,106718.24738625101,31592.102832984703,"[22, 10, 7, 17, 19, 29, 0, 15, 12, 0, 19, 18, 0, 0, 2, 3, 11, 4, 19, 29, 15, 29, 8, 14, 30, 7, 0, 17, 23, 16, 2, 23, 24, 20, 0, 19, 3, 3, 6, 12, 8, 21, 0, 6, 9, 1, 8, 14, 3, 6, 30, 18, 7, 9, 27, 8, 9, 29, 25, 0, 10, 21, 30, 28]","[2, 0, 1, 2, 3, 4, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 2, 3, 0, 0, 1, 2, 0, 1, 2, 0, 1, 0, 1, 2, 0, 0, 1, 2, 3, 4, 0, 0, 3, 4, 0, 1, 2, 0, 1, 2, 3, 4, 0, 0, 0, 2, 4, 0, 3, 0, 1, 2, 3, 4, 0, 0, 1, 2]"
config-19,31,64,100,0.9,0.1,113207.05204222348,30745.2623807723,"[9, 8, 3, 15, 6, 29, 18, 24, 29, 0, 15, 20, 0, 17, 0, 7, 27, 30, 0, 24, 7, 9, 2, 14, 22, 4, 1, 30, 30, 10, 30, 1, 29, 8, 0, 25, 11, 8, 5, 12, 1, 20, 4, 6, 3, 29, 29, 24, 7, 14, 19, 9, 6, 18, 20, 2, 7, 29, 10, 5, 3, 30, 26, 24]","[0, 0, 0, 2, 4, 0, 1, 2, 1, 0, 1, 2, 0, 1, 2, 1, 2, 3, 4, 0, 1, 2, 3, 1, 3, 0, 1, 2, 0, 0, 0, 1, 2, 0, 0, 2, 3, 0, 1, 2, 1, 0, 0, 1, 2, 3, 4, 1, 3, 0, 0, 1, 0, 1, 2, 3, 4, 0, 2, 3, 1, 3, 0, 0]"
config-19,31,64,200,0.1,0.9,130484.67347722658,19390.87984144794,"[22, 26, 6, 22, 6, 20, 7, 16, 5, 11, 12, 21, 24, 9, 5, 13, 10, 29, 11, 7, 9, 21, 5, 18, 4, 13, 28, 27, 4, 16, 21, 15, 10, 7, 24, 4, 10, 8, 1, 23, 4, 10, 4, 16, 18, 11, 17, 10, 0, 0, 3, 13, 2, 16, 30, 8, 29, 30, 5, 1, 4, 27, 30, 5]","[0, 1, 2, 3, 4, 0, 2, 4, 1, 2, 0, 1, 2, 4, 0, 3, 4, 0, 1, 2, 3, 0, 2, 3, 2, 1, 3, 0, 1, 0, 1, 3, 0, 3, 0, 0, 1, 2, 0, 0, 2, 0, 0, 1, 2, 3, 0, 3, 0, 1, 2, 0, 1, 2, 0, 1, 2, 3, 0, 1, 2, 3, 0, 0]"
config-19,31,64,200,0.2,0.8,123101.63664045781,22081.4785375028,"[20, 21, 7, 3, 7, 28, 8, 27, 20, 10, 27, 30, 22, 19, 3, 1, 2, 12, 27, 3, 30, 8, 4, 16, 28, 25, 2, 30, 25, 4, 10, 1, 7, 8, 4, 11, 12, 9, 6, 11, 13, 26, 29, 0, 4, 24, 0, 28, 7, 21, 16, 4, 6, 23, 22, 12, 7, 29, 26, 4, 9, 20, 9, 24]","[1, 0, 0, 1, 2, 3, 4, 1, 3, 0, 1, 0, 1, 2, 0, 2, 3, 0, 0, 1, 2, 0, 2, 3, 1, 0, 0, 2, 3, 0, 2, 0, 0, 0, 0, 1, 2, 3, 4, 0, 1, 2, 3, 0, 1, 2, 0, 1, 2, 1, 3, 0, 3, 4, 0, 0, 1, 2, 3, 4, 1, 3, 0, 1]"
config-19,31,64,200,0.3,0.7,121521.27861093034,22009.99715405456,"[20, 10, 6, 30, 27, 4, 3, 28, 20, 23, 1, 6, 21, 0, 5, 5, 7, 8, 22, 5, 17, 18, 5, 15, 2, 23, 30, 27, 30, 11, 22, 16, 19, 0, 3, 21, 19, 29, 1, 26, 19, 17, 20, 10, 16, 1, 6, 6, 2, 29, 25, 2, 7, 10, 30, 29, 7, 30, 3, 27, 30, 5, 30, 27]","[1, 2, 0, 1, 2, 3, 4, 0, 0, 0, 2, 4, 0, 1, 3, 4, 0, 1, 2, 0, 2, 3, 0, 2, 3, 1, 3, 0, 2, 3, 3, 0, 1, 2, 0, 0, 1, 2, 0, 1, 1, 0, 1, 2, 0, 1, 2, 3, 0, 2, 4, 0, 2, 0, 1, 2, 3, 0, 1, 2, 3, 4, 1, 3]"
config-19,31,64,200,0.4,0.6,109444.96078980945,29163.749246604388,"[21, 7, 2, 18, 14, 8, 11, 26, 7, 6, 29, 10, 1, 10, 1, 5, 7, 29, 27, 4, 8, 16, 20, 9, 1, 28, 25, 0, 0, 4, 14, 27, 22, 23, 17, 13, 17, 29, 2, 30, 0, 2, 3, 3, 22, 23, 7, 30, 6, 30, 0, 1, 6, 27, 28, 30, 3, 29, 24, 3, 27, 2, 29, 1]","[1, 3, 0, 2, 3, 0, 0, 1, 2, 3, 4, 2, 0, 1, 2, 0, 1, 2, 0, 2, 3, 1, 3, 0, 0, 1, 0, 2, 0, 1, 2, 0, 1, 2, 0, 0, 2, 3, 0, 1, 2, 0, 2, 3, 0, 0, 0, 2, 3, 1, 3, 0, 2, 4, 0, 1, 2, 0, 1, 2, 3, 4, 0, 0]"
config-19,31,64,200,0.5,0.5,112613.65287740184,29209.85330111981,"[12, 20, 6, 18, 16, 0, 5, 3, 26, 0, 9, 20, 15, 30, 2, 6, 9, 0, 13, 13, 29, 12, 3, 11, 20, 1, 1, 18, 0, 17, 12, 18, 29, 6, 8, 16, 15, 9, 0, 12, 23, 7, 29, 17, 8, 24, 22, 29, 1, 17, 10, 2, 5, 23, 0, 29, 8, 30, 7, 1, 3, 27, 19, 24]","[1, 0, 1, 2, 3, 4, 0, 1, 2, 0, 1, 2, 1, 0, 1, 2, 0, 2, 3, 0, 1, 2, 3, 4, 0, 1, 2, 0, 2, 2, 0, 1, 2, 0, 1, 2, 0, 2, 4, 0, 0, 1, 2, 0, 1, 3, 0, 2, 3, 0, 1, 2, 0, 1, 2, 3, 0, 1, 2, 3, 0, 0, 0, 1]"
config-19,31,64,200,0.6,0.4,104405.9169848459,29986.329518701044,"[12, 21, 1, 0, 4, 3, 12, 1, 25, 21, 14, 0, 0, 8, 0, 0, 13, 8, 11, 4, 17, 22, 2, 18, 2, 0, 28, 7, 3, 8, 15, 30, 25, 8, 17, 24, 17, 3, 6, 4, 30, 10, 23, 2, 1, 28, 12, 9, 6, 17, 18, 8, 6, 26, 30, 7, 0, 9, 19, 0, 15, 22, 0, 3]","[0, 0, 1, 2, 0, 0, 0, 1, 3, 4, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 2, 0, 0, 0, 1, 1, 3, 0, 0, 0, 0, 1, 2, 3, 4, 0, 2, 0, 0, 1, 2, 3, 0, 2, 4, 0, 0, 1, 2, 3, 4, 1, 3, 0, 1, 2, 0, 1, 2, 0, 1, 2]"
config-19,31,64,200,0.7,0.3,103305.00068850063,33598.4206870425,"[8, 29, 6, 6, 11, 2, 10, 18, 20, 0, 21, 6, 0, 7, 6, 30, 20, 3, 0, 25, 3, 5, 6, 16, 13, 26, 0, 3, 4, 25, 14, 19, 1, 3, 17, 14, 28, 12, 6, 27, 0, 1, 3, 26, 7, 25, 8, 21, 7, 20, 30, 0, 7, 30, 11, 9, 4, 4, 28, 28, 16, 1, 4, 11]","[0, 0, 1, 2, 3, 4, 0, 2, 3, 0, 1, 2, 0, 2, 4, 0, 1, 2, 3, 0, 2, 4, 1, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 1, 2, 3, 4, 0, 1, 2, 0, 1, 2, 0, 0, 0, 1, 3, 1, 0, 1, 2, 0, 1, 2, 3, 4, 0, 0, 0]"
config-19,31,64,200,0.8,0.2,101965.37535133143,37591.235885311486,"[27, 18, 6, 16, 20, 7, 18, 8, 23, 1, 7, 6, 3, 4, 19, 0, 3, 3, 3, 30, 8, 9, 27, 27, 21, 24, 0, 30, 30, 27, 20, 17, 25, 23, 0, 18, 11, 3, 5, 29, 2, 8, 0, 3, 9, 9, 7, 27, 6, 9, 5, 6, 5, 29, 15, 8, 3, 23, 24, 0, 23, 11, 0, 0]","[0, 1, 2, 3, 4, 1, 1, 3, 0, 1, 2, 0, 2, 4, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0, 1, 3, 0, 2, 4, 0, 1, 2, 3, 4, 0, 1, 2, 3, 0, 0, 0, 0, 1, 2, 0, 1, 2]"
config-19,31,64,200,0.9,0.1,106222.59144615519,31088.684456602492,"[1, 30, 6, 2, 0, 8, 26, 1, 23, 23, 15, 0, 1, 30, 4, 0, 19, 26, 7, 26, 29, 17, 7, 14, 10, 27, 0, 9, 4, 28, 23, 12, 0, 20, 3, 10, 17, 9, 7, 9, 1, 2, 9, 6, 6, 6, 8, 8, 7, 15, 14, 5, 0, 6, 24, 8, 3, 23, 4, 7, 24, 8, 0, 8]","[0, 0, 1, 2, 3, 4, 0, 1, 2, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 1, 2, 0, 1, 3, 0, 1, 2, 0, 1, 0, 0, 1, 2, 3, 4, 0, 1, 2, 0, 2, 3, 0, 1, 2, 3, 4, 0, 1, 3, 1, 2, 0, 2, 3, 0, 1, 2, 0, 0, 0, 3, 0, 1, 2]"
config-20,36,57,10,0.1,0.9,93576.37159264377,17885.32436013618,"[12, 28, 28, 35, 10, 24, 29, 29, 14, 34, 20, 14, 20, 9, 21, 31, 25, 19, 4, 8, 31, 20, 17, 23, 33, 2, 22, 28, 5, 11, 7, 28, 10, 30, 32, 7, 30, 7, 6, 27, 7, 11, 16, 35, 25, 10, 18, 31, 7, 5, 17, 12, 0, 29, 35, 21, 7]","[0, 1, 3, 3, 4, 0, 2, 3, 0, 1, 0, 0, 2, 3, 4, 3, 3, 4, 0, 1, 2, 0, 1, 0, 0, 1, 2, 3, 0, 1, 2, 3, 0, 0, 1, 2, 3, 0, 1, 0, 1, 2, 0, 0, 1, 2, 3, 0, 1, 2, 3, 0, 1, 2, 0, 1, 2]"
config-20,36,57,10,0.2,0.8,95156.9729042947,15620.008162716475,"[26, 2, 31, 17, 29, 24, 26, 0, 35, 28, 29, 6, 28, 20, 31, 27, 3, 3, 19, 30, 21, 7, 10, 26, 15, 25, 22, 25, 16, 17, 5, 5, 18, 9, 33, 19, 2, 12, 34, 35, 18, 16, 17, 1, 20, 28, 6, 13, 4, 23, 13, 9, 22, 6, 30, 13, 14]","[0, 1, 1, 3, 0, 2, 0, 1, 2, 3, 0, 2, 3, 0, 0, 2, 1, 3, 0, 1, 2, 3, 0, 1, 2, 3, 4, 0, 1, 2, 0, 1, 2, 3, 0, 1, 0, 1, 3, 0, 1, 2, 3, 0, 1, 2, 3, 4, 0, 1, 0, 1, 2, 0, 1, 2, 3]"
config-20,36,57,10,0.3,0.7,100633.39044491104,17098.773164089595,"[26, 25, 18, 22, 7, 16, 32, 7, 4, 2, 34, 25, 8, 32, 19, 1, 29, 29, 27, 18, 13, 15, 24, 23, 32, 6, 29, 25, 35, 5, 35, 13, 19, 5, 14, 27, 24, 2, 13, 0, 30, 7, 24, 18, 19, 27, 23, 14, 14, 21, 17, 4, 26, 30, 30, 12, 22]","[1, 3, 0, 1, 2, 0, 1, 0, 0, 0, 1, 2, 3, 0, 2, 0, 1, 2, 0, 1, 2, 3, 1, 3, 4, 0, 1, 2, 3, 0, 1, 2, 3, 4, 0, 1, 2, 3, 3, 1, 2, 3, 0, 1, 0, 1, 2, 3, 4, 0, 1, 2, 3, 4, 0, 1, 2]"
config-20,36,57,10,0.4,0.6,89980.4076825245,15528.86800097956,"[7, 24, 27, 17, 14, 9, 29, 28, 31, 35, 3, 13, 7, 15, 26, 33, 0, 10, 1, 18, 21, 21, 23, 18, 25, 16, 13, 4, 24, 8, 18, 11, 19, 11, 15, 17, 5, 20, 30, 19, 11, 4, 34, 11, 35, 10, 6, 5, 2, 2, 14, 7, 11, 10, 2, 11, 20]","[0, 1, 4, 0, 1, 0, 0, 0, 1, 2, 3, 2, 0, 1, 0, 2, 0, 1, 3, 0, 1, 0, 1, 2, 3, 0, 1, 2, 3, 0, 1, 0, 2, 3, 4, 0, 0, 1, 2, 3, 0, 1, 2, 0, 1, 2, 3, 4, 0, 1, 2, 3, 0, 0, 2, 3, 4]"
config-20,36,57,10,0.5,0.5,90322.23388397164,15434.679247865624,"[29, 28, 29, 22, 11, 24, 34, 22, 33, 26, 7, 1, 20, 27, 11, 21, 13, 2, 1, 29, 35, 24, 27, 30, 7, 7, 13, 3, 7, 29, 29, 10, 16, 10, 16, 1, 19, 33, 11, 33, 14, 6, 2, 15, 11, 20, 16, 2, 18, 12, 3, 1, 22, 26, 27, 2, 20]","[0, 1, 1, 3, 1, 3, 0, 1, 2, 4, 0, 2, 3, 0, 0, 2, 0, 1, 1, 3, 3, 3, 0, 0, 1, 2, 0, 0, 1, 0, 1, 2, 3, 4, 0, 1, 2, 0, 1, 2, 3, 4, 0, 1, 2, 3, 4, 0, 1, 2, 3, 0, 1, 2, 3, 4, 0]"
config-20,36,57,10,0.6,0.4,94036.70949994288,17665.787813038478,"[13, 13, 34, 0, 24, 19, 24, 19, 24, 18, 4, 6, 28, 20, 5, 10, 21, 2, 28, 33, 30, 1, 23, 18, 1, 19, 33, 8, 30, 26, 19, 27, 3, 0, 10, 35, 12, 4, 0, 30, 2, 21, 33, 0, 11, 28, 24, 2, 13, 9, 5, 6, 28, 27, 10, 26, 29]","[1, 0, 1, 3, 0, 2, 3, 4, 0, 1, 2, 3, 0, 2, 3, 0, 0, 2, 0, 1, 2, 4, 1, 3, 0, 0, 0, 1, 2, 0, 1, 2, 3, 4, 0, 0, 1, 2, 3, 4, 1, 3, 3, 4, 0, 1, 2, 3, 0, 1, 2, 3, 0, 0, 0, 1, 2]"
config-20,36,57,10,0.7,0.3,90737.73320134389,19280.094235383,"[24, 33, 11, 25, 14, 35, 17, 9, 11, 23, 7, 5, 2, 10, 22, 17, 16, 11, 3, 33, 1, 5, 18, 9, 27, 17, 14, 26, 29, 23, 20, 10, 30, 17, 4, 29, 9, 27, 30, 25, 16, 11, 2, 35, 15, 32, 11, 27, 28, 1, 33, 3, 6, 9, 1, 7, 6]","[0, 4, 0, 1, 1, 3, 0, 1, 2, 3, 0, 1, 2, 3, 4, 0, 0, 2, 0, 0, 1, 2, 4, 0, 1, 2, 3, 0, 1, 0, 0, 2, 3, 4, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 1, 2, 3, 4, 0, 1, 0, 0, 0, 1, 0, 1, 4]"
config-20,36,57,10,0.8,0.2,81974.06761699228,18936.68889730773,"[12, 17, 19, 0, 12, 19, 31, 17, 0, 8, 6, 9, 5, 32, 4, 3, 28, 9, 9, 22, 13, 29, 9, 35, 29, 26, 13, 20, 2, 10, 20, 9, 6, 3, 32, 24, 13, 4, 25, 5, 19, 28, 1, 20, 12, 33, 2, 23, 4, 22, 28, 27, 21, 12, 4, 35, 13]","[0, 0, 1, 2, 3, 0, 1, 0, 1, 2, 3, 0, 1, 0, 1, 2, 3, 3, 0, 0, 1, 0, 1, 2, 3, 0, 1, 2, 3, 4, 0, 1, 0, 1, 2, 0, 0, 1, 2, 3, 4, 3, 0, 1, 2, 3, 4, 0, 1, 2, 3, 4, 0, 0, 2, 3, 4]"
config-20,36,57,10,0.9,0.1,83312.13679558483,17304.075716185347,"[6, 30, 9, 0, 17, 19, 35, 4, 14, 25, 2, 5, 2, 10, 16, 17, 25, 24, 13, 10, 11, 17, 5, 21, 32, 4, 19, 12, 5, 35, 25, 26, 24, 13, 9, 12, 2, 9, 28, 20, 21, 15, 6, 9, 3, 8, 19, 13, 10, 24, 5, 12, 32, 33, 17, 28, 10]","[0, 0, 2, 3, 4, 0, 1, 2, 3, 0, 1, 2, 3, 4, 0, 0, 0, 2, 0, 1, 0, 2, 3, 4, 0, 1, 2, 0, 1, 2, 0, 1, 0, 1, 2, 3, 4, 0, 1, 0, 3, 0, 1, 2, 0, 1, 2, 3, 1, 0, 0, 0, 1, 2, 0, 1, 0]"
config-20,36,57,20,0.1,0.9,84073.66256932793,14889.32338567947,"[20, 23, 32, 23, 5, 28, 19, 25, 6, 0, 9, 21, 16, 35, 15, 33, 35, 23, 5, 4, 16, 35, 9, 15, 4, 31, 18, 25, 19, 21, 23, 6, 18, 21, 34, 13, 4, 2, 24, 30, 1, 8, 7, 30, 10, 3, 29, 2, 4, 4, 1, 18, 5, 34, 10, 12, 27]","[0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 3, 0, 1, 2, 3, 4, 0, 1, 2, 3, 4, 1, 3, 0, 1, 2, 3, 4, 0, 1, 2, 3, 3, 4, 0, 1, 2, 3, 4, 0, 1, 2, 3, 0, 0, 1, 2]"
config-20,36,57,20,0.2,0.8,89343.13116425865,14932.126705730405,"[6, 1, 11, 34, 2, 19, 9, 14, 34, 1, 2, 3, 34, 32, 23, 31, 6, 8, 15, 23, 17, 21, 12, 27, 17, 18, 6, 6, 5, 30, 3, 20, 5, 32, 5, 2, 16, 33, 32, 28, 8, 4, 1, 35, 10, 10, 10, 12, 14, 7, 17, 7, 28, 32, 34, 16, 26]","[2, 3, 4, 0, 0, 1, 0, 2, 3, 4, 0, 0, 1, 2, 3, 0, 1, 0, 0, 0, 1, 2, 0, 1, 2, 3, 0, 1, 2, 3, 0, 1, 2, 0, 1, 0, 2, 3, 4, 0, 1, 2, 3, 4, 0, 0, 1, 2, 3, 4, 0, 1, 2, 3, 0, 1, 2]"
config-20,36,57,20,0.3,0.7,89723.7167476075,15491.753568892673,"[12, 18, 7, 20, 9, 16, 35, 17, 5, 19, 31, 22, 10, 24, 15, 24, 1, 18, 11, 25, 20, 5, 2, 30, 33, 7, 25, 9, 30, 28, 21, 13, 6, 8, 34, 15, 4, 2, 29, 27, 28, 35, 5, 31, 10, 31, 5, 9, 12, 35, 29, 23, 34, 0, 31, 26, 3]","[3, 0, 1, 0, 1, 2, 1, 0, 1, 3, 0, 1, 4, 0, 1, 0, 1, 2, 3, 0, 1, 2, 3, 3, 0, 1, 2, 3, 0, 1, 2, 3, 4, 0, 1, 2, 3, 4, 0, 0, 0, 1, 2, 3, 0, 1, 2, 3, 1, 0, 1, 2, 0, 1, 0, 1, 2]"
config-20,36,57,20,0.4,0.6,76906.18612462933,17508.0407901409,"[7, 0, 31, 15, 27, 11, 32, 25, 5, 23, 1, 2, 21, 10, 15, 30, 30, 12, 5, 31, 21, 10, 7, 5, 23, 9, 31, 16, 1, 32, 12, 35, 13, 9, 10, 26, 1, 4, 31, 6, 13, 26, 1, 23, 1, 14, 31, 29, 5, 20, 20, 6, 21, 22, 8, 8, 32]","[0, 1, 1, 0, 1, 0, 1, 2, 3, 4, 0, 1, 2, 0, 0, 1, 2, 0, 2, 0, 0, 1, 2, 1, 0, 0, 1, 2, 3, 4, 0, 1, 2, 3, 4, 0, 1, 2, 0, 1, 2, 3, 0, 1, 2, 3, 4, 0, 1, 2, 3, 0, 1, 2, 3, 0, 1]"
config-20,36,57,20,0.5,0.5,80183.67168456007,21247.787263907343,"[20, 24, 35, 0, 11, 34, 33, 8, 5, 34, 32, 6, 8, 29, 31, 28, 8, 35, 26, 15, 0, 25, 18, 6, 14, 6, 7, 15, 12, 25, 14, 15, 23, 2, 22, 0, 6, 5, 34, 9, 5, 26, 6, 9, 34, 1, 6, 7, 4, 31, 35, 12, 24, 25, 9, 31, 34]","[0, 1, 1, 0, 1, 2, 3, 0, 1, 0, 1, 0, 0, 1, 2, 0, 2, 0, 1, 2, 0, 2, 0, 1, 2, 3, 0, 1, 2, 3, 0, 1, 0, 1, 2, 3, 0, 1, 2, 3, 1, 0, 1, 2, 3, 3, 0, 1, 2, 3, 4, 0, 1, 2, 0, 0, 1]"
config-20,36,57,20,0.6,0.4,81597.0863662909,17654.22774790776,"[26, 15, 31, 0, 0, 29, 11, 7, 22, 35, 18, 22, 4, 0, 12, 5, 20, 27, 31, 26, 27, 13, 32, 5, 22, 18, 4, 13, 28, 14, 3, 9, 6, 5, 30, 33, 5, 27, 17, 0, 6, 19, 16, 35, 6, 33, 17, 6, 2, 1, 15, 5, 23, 35, 2, 20, 35]","[0, 1, 1, 3, 0, 1, 2, 3, 4, 0, 1, 2, 3, 0, 0, 2, 0, 1, 2, 0, 1, 0, 1, 2, 3, 0, 0, 1, 0, 1, 2, 3, 0, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 3, 4, 0, 1, 2, 3, 0, 2, 3, 4, 0, 1, 2, 3]"
config-20,36,57,20,0.7,0.3,73212.87565501234,21557.23783254806,"[35, 26, 1, 22, 34, 2, 30, 0, 32, 3, 33, 6, 28, 32, 30, 20, 0, 15, 16, 35, 2, 3, 3, 23, 6, 4, 6, 21, 1, 30, 12, 5, 2, 19, 32, 5, 2, 4, 6, 24, 3, 30, 5, 0, 0, 29, 26, 28, 4, 20, 33, 6, 31, 26, 32, 2, 4]","[0, 1, 2, 3, 4, 0, 1, 2, 3, 0, 0, 0, 1, 2, 3, 4, 0, 0, 2, 3, 4, 0, 1, 2, 3, 0, 1, 2, 3, 4, 0, 1, 2, 3, 4, 0, 1, 2, 3, 1, 3, 0, 0, 1, 2, 3, 0, 2, 0, 1, 2, 3, 4, 0, 1, 2, 3]"
config-20,36,57,20,0.8,0.2,76742.80097061144,19453.56133591596,"[22, 12, 31, 22, 4, 19, 34, 28, 13, 20, 27, 5, 4, 19, 5, 2, 22, 32, 26, 11, 8, 5, 2, 32, 15, 6, 10, 23, 31, 7, 5, 33, 28, 26, 28, 19, 4, 23, 30, 35, 6, 23, 19, 32, 20, 14, 8, 14, 2, 18, 15, 5, 26, 11, 10, 31, 33]","[0, 2, 3, 4, 0, 0, 0, 1, 2, 3, 0, 1, 2, 3, 4, 0, 3, 4, 0, 2, 0, 1, 0, 1, 2, 3, 0, 2, 3, 0, 0, 1, 2, 3, 4, 0, 1, 0, 1, 2, 3, 0, 3, 0, 1, 0, 1, 2, 3, 4, 0, 1, 2, 3, 0, 1, 0]"
config-20,36,57,20,0.9,0.1,84630.9284950206,20055.403123520322,"[34, 30, 16, 26, 11, 9, 21, 7, 16, 0, 21, 18, 5, 9, 18, 6, 21, 11, 30, 1, 29, 4, 34, 30, 10, 26, 31, 30, 26, 18, 5, 6, 31, 5, 25, 29, 4, 3, 31, 23, 9, 31, 2, 12, 29, 10, 8, 29, 1, 9, 32, 3, 6, 7, 5, 17, 27]","[0, 1, 0, 1, 0, 2, 0, 2, 0, 1, 2, 3, 0, 1, 0, 1, 2, 0, 2, 0, 2, 3, 4, 0, 1, 2, 3, 0, 0, 1, 2, 3, 4, 0, 0, 1, 0, 1, 2, 3, 4, 0, 1, 0, 1, 2, 3, 4, 0, 1, 3, 0, 1, 2, 3, 0, 1]"
config-20,36,57,50,0.1,0.9,82398.56439283794,12423.427896986901,"[35, 30, 24, 33, 6, 33, 27, 15, 17, 35, 29, 0, 2, 32, 33, 25, 18, 27, 18, 3, 13, 1, 6, 16, 23, 4, 17, 22, 5, 15, 13, 5, 1, 5, 3, 25, 9, 21, 30, 23, 33, 21, 20, 22, 1, 16, 12, 29, 16, 31, 16, 1, 19, 16, 34, 26, 3]","[0, 1, 2, 0, 0, 1, 2, 3, 4, 1, 3, 1, 3, 0, 1, 2, 3, 0, 1, 2, 4, 0, 2, 3, 4, 0, 1, 2, 0, 1, 2, 3, 0, 0, 1, 0, 1, 2, 0, 1, 2, 3, 0, 1, 2, 0, 1, 2, 0, 1, 2, 3, 4, 0, 0, 1, 2]"
config-20,36,57,50,0.2,0.8,79458.66300728451,13599.704131114982,"[3, 25, 18, 15, 30, 34, 30, 18, 35, 1, 1, 1, 14, 7, 29, 21, 18, 0, 35, 2, 11, 9, 10, 6, 11, 2, 29, 27, 19, 25, 28, 13, 27, 16, 26, 2, 2, 1, 31, 30, 21, 10, 9, 21, 3, 4, 21, 18, 2, 22, 3, 5, 1, 12, 0, 28, 8]","[0, 1, 0, 1, 2, 4, 0, 1, 2, 3, 4, 1, 3, 1, 3, 0, 1, 0, 1, 0, 1, 2, 3, 4, 0, 1, 2, 3, 2, 0, 1, 2, 3, 4, 0, 1, 2, 3, 4, 0, 1, 2, 0, 0, 1, 0, 2, 0, 1, 2, 3, 4, 0, 1, 2, 3, 0]"
config-20,36,57,50,0.3,0.7,79555.54426827226,14433.698086068478,"[7, 19, 34, 28, 27, 30, 35, 35, 11, 6, 6, 1, 2, 9, 18, 30, 3, 35, 33, 7, 28, 7, 7, 16, 17, 10, 3, 18, 5, 35, 28, 2, 27, 14, 12, 16, 20, 11, 35, 1, 35, 11, 13, 19, 11, 22, 1, 26, 4, 20, 20, 8, 34, 12, 7, 8, 14]","[0, 1, 2, 3, 0, 1, 2, 4, 0, 1, 2, 3, 4, 0, 1, 0, 0, 1, 3, 0, 0, 1, 2, 0, 1, 2, 3, 4, 2, 0, 1, 2, 3, 0, 1, 0, 1, 0, 1, 0, 1, 2, 3, 0, 1, 2, 3, 4, 0, 1, 2, 3, 4, 0, 1, 1, 3]"
