config,physical_machines,services,generations,alpha,beta,latency,energy,placement_physical,placement_vm
config-28,9,97,10,0.4,0.6,1220105.887962653,2722.8068284950186,"[2, 0, 2, 7, 8, 4, 2, 4, 0, 8, 8, 7, 0, 0, 3, 3, 0, 0, 1, 7, 0, 1, 2, 0, 2, 0, 1, 2, 8, 1, 8, 7, 1, 0, 4, 8, 7, 6, 0, 8, 4, 0, 0, 1, 2, 8, 4, 8, 0, 2, 1, 6, 8, 8, 7, 3, 4, 8, 1, 3, 4, 2, 6, 5, 1, 3, 6, 0, 2, 8, 6, 0, 1, 0, 0, 0, 0, 0, 8, 0, 7, 8, 8, 2, 0, 0, 2, 8, 1, 8, 7, 8, 0, 2, 4, 8, 8]","[2, 0, 0, 1, 1, 0, 1, 0, 0, 2, 0, 2, 0, 4, 1, 0, 3]"
config-28,9,97,10,0.5,0.5,1151792.9226585513,1991.3564727566272,"[1, 1, 0, 1, 0, 1, 8, 8, 5, 3, 8, 0, 2, 8, 6, 0, 1, 7, 6, 8, 4, 1, 8, 1, 0, 8, 1, 8, 2, 1, 6, 7, 1, 0, 4, 0, 8, 0, 6, 4, 4, 8, 4, 0, 0, 0, 0, 8, 1, 8, 6, 0, 3, 0, 4, 7, 1, 0, 8, 6, 3, 8, 1, 1, 6, 1, 3, 3, 8, 1, 7, 8, 8, 7, 0, 1, 4, 0, 1, 2, 0, 1, 3, 8, 8, 1, 8, 3, 0, 1, 8, 6, 3, 0, 1, 7, 3]","[0, 0, 0, 2, 0, 0, 0, 0, 2, 1, 0, 1, 2]"
config-28,9,97,10,0.6,0.4,1182774.0659495338,1889.0189617068659,"[1, 7, 7, 0, 1, 8, 8, 8, 0, 8, 1, 1, 6, 8, 2, 8, 0, 0, 4, 8, 8, 0, 7, 3, 8, 1, 8, 7, 6, 3, 6, 0, 0, 0, 3, 8, 8, 7, 1, 0, 6, 2, 8, 0, 0, 8, 1, 0, 2, 0, 0, 7, 8, 2, 5, 7, 1, 8, 2, 0, 2, 8, 6, 4, 0, 4, 3, 8, 8, 8, 2, 6, 6, 0, 0, 8, 6, 6, 8, 8, 2, 7, 0, 8, 3, 7, 2, 1, 8, 8, 0, 2, 8, 1, 0, 2, 0]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 2]"
config-28,9,97,10,0.7,0.3,1176120.157055024,1777.645948546235,"[0, 1, 0, 3, 3, 8, 1, 4, 4, 7, 0, 1, 0, 1, 3, 8, 1, 0, 4, 7, 2, 8, 0, 0, 4, 0, 3, 8, 8, 1, 5, 8, 1, 0, 8, 1, 8, 7, 8, 1, 0, 4, 3, 2, 1, 1, 0, 0, 7, 0, 0, 8, 1, 3, 4, 0, 4, 8, 0, 3, 8, 8, 0, 8, 8, 2, 8, 8, 8, 0, 1, 4, 2, 4, 0, 3, 1, 1, 7, 7, 0, 1, 1, 8, 3, 1, 1, 1, 4, 2, 7, 0, 5, 0, 8, 0, 1]","[0, 0, 2, 0, 1, 2, 0, 0, 2, 0, 1]"
config-28,9,97,10,0.8,0.2,1165433.2819496272,2220.0791487414435,"[0, 6, 4, 7, 4, 3, 2, 3, 7, 0, 8, 0, 8, 8, 8, 1, 6, 6, 8, 1, 8, 2, 0, 0, 1, 0, 0, 8, 8, 0, 3, 6, 8, 6, 0, 4, 0, 7, 0, 2, 4, 0, 0, 4, 8, 1, 8, 1, 3, 0, 0, 0, 8, 1, 8, 1, 0, 2, 0, 0, 8, 1, 7, 1, 8, 4, 5, 1, 0, 7, 7, 2, 8, 4, 8, 1, 4, 8, 8, 5, 5, 8, 2, 0, 8, 3, 8, 1, 0, 1, 8, 8, 5, 0, 8, 8, 0]","[0, 1, 0, 1, 0, 0, 2, 0, 0, 2, 0, 0, 2, 4]"
config-28,9,97,10,0.9,0.1,1200095.729657659,2260.27425911012,"[1, 6, 0, 4, 7, 1, 8, 8, 5, 6, 1, 8, 0, 1, 8, 4, 1, 8, 2, 6, 1, 8, 3, 1, 1, 8, 8, 6, 0, 8, 6, 1, 8, 2, 5, 0, 0, 3, 0, 0, 8, 3, 8, 8, 2, 8, 7, 3, 6, 6, 4, 1, 3, 0, 6, 8, 4, 0, 1, 8, 3, 1, 0, 4, 1, 8, 2, 7, 7, 0, 4, 0, 7, 1, 5, 1, 8, 1, 8, 1, 6, 8, 8, 8, 8, 1, 1, 8, 7, 0, 2, 3, 1, 0, 1, 8, 4]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 2]"
config-28,9,97,20,0.1,0.9,962407.710820543,1552.5335479837943,"[0, 8, 6, 0, 7, 0, 3, 3, 8, 0, 8, 0, 0, 8, 1, 8, 0, 8, 7, 7, 1, 0, 3, 8, 3, 0, 8, 1, 0, 8, 4, 1, 1, 7, 8, 0, 0, 7, 1, 0, 0, 0, 7, 6, 8, 0, 0, 8, 8, 0, 2, 8, 0, 1, 5, 3, 1, 7, 0, 0, 8, 0, 8, 1, 1, 8, 2, 0, 8, 8, 1, 8, 0, 8, 1, 1, 2, 0, 1, 8, 8, 1, 1, 6, 1, 0, 8, 6, 8, 0, 2, 1, 0, 0, 0, 7, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
config-28,9,97,20,0.2,0.8,976319.2303900912,1581.535100484959,"[8, 0, 8, 5, 0, 0, 0, 8, 0, 2, 1, 0, 8, 0, 8, 2, 8, 4, 1, 8, 8, 2, 0, 8, 0, 4, 8, 8, 0, 8, 7, 0, 0, 1, 0, 8, 2, 2, 8, 0, 8, 0, 0, 8, 8, 0, 7, 1, 0, 6, 1, 8, 0, 2, 2, 0, 0, 8, 8, 8, 4, 2, 4, 0, 1, 0, 8, 1, 0, 4, 4, 2, 1, 8, 1, 0, 3, 8, 8, 0, 8, 8, 0, 3, 0, 0, 8, 4, 7, 7, 4, 8, 0, 8, 8, 4, 1]","[0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 0, 2]"
config-28,9,97,20,0.3,0.7,953793.7607110083,1879.5995776950037,"[1, 8, 2, 6, 1, 8, 8, 0, 3, 3, 8, 7, 0, 8, 8, 0, 0, 8, 8, 3, 0, 8, 8, 2, 8, 8, 0, 1, 0, 1, 2, 8, 8, 2, 8, 0, 1, 8, 8, 8, 8, 8, 4, 7, 0, 2, 2, 1, 4, 2, 8, 0, 1, 1, 8, 8, 0, 8, 1, 8, 4, 1, 0, 4, 2, 8, 3, 0, 1, 6, 0, 0, 0, 1, 1, 8, 0, 7, 0, 0, 8, 4, 8, 0, 0, 8, 7, 8, 8, 0, 0, 1, 8, 0, 0, 0, 0]","[2, 0, 1, 1, 0, 0, 0, 3, 0, 0, 2, 1]"
config-28,9,97,20,0.4,0.6,963000.2693080165,1923.9675040375228,"[0, 0, 4, 2, 1, 0, 8, 1, 7, 0, 0, 8, 8, 0, 8, 0, 6, 1, 8, 0, 0, 1, 3, 3, 1, 0, 0, 1, 8, 0, 6, 1, 8, 8, 1, 1, 1, 7, 3, 1, 1, 0, 8, 2, 8, 4, 5, 4, 8, 2, 8, 8, 8, 1, 2, 0, 1, 8, 8, 0, 8, 8, 8, 7, 1, 3, 1, 7, 3, 8, 4, 0, 6, 3, 8, 0, 6, 8, 8, 0, 8, 8, 0, 8, 2, 1, 0, 8, 8, 1, 0, 0, 0, 2, 0, 8, 8]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
config-28,9,97,20,0.5,0.5,974002.7549640682,1529.9449788808622,"[0, 1, 1, 2, 0, 0, 6, 8, 8, 8, 1, 0, 6, 1, 8, 1, 3, 0, 0, 1, 8, 7, 0, 1, 0, 0, 0, 0, 8, 0, 3, 0, 8, 7, 3, 8, 4, 1, 7, 0, 0, 8, 8, 8, 8, 6, 8, 8, 1, 1, 0, 1, 8, 0, 1, 6, 8, 1, 2, 0, 8, 8, 1, 1, 1, 3, 8, 1, 2, 2, 1, 8, 6, 8, 0, 0, 0, 0, 8, 0, 3, 2, 0, 8, 8, 8, 3, 8, 1, 0, 7, 7, 8, 8, 7, 0, 0]","[0, 0, 1, 0, 1, 0, 0, 0, 2, 0]"
config-28,9,97,20,0.6,0.4,988159.5024157757,2036.439199646467,"[6, 0, 2, 6, 7, 1, 0, 1, 8, 8, 0, 7, 0, 0, 2, 1, 0, 2, 8, 1, 8, 0, 0, 1, 0, 4, 8, 8, 0, 8, 8, 0, 1, 0, 1, 0, 5, 0, 3, 0, 0, 8, 0, 6, 7, 0, 3, 0, 1, 0, 8, 1, 8, 1, 4, 1, 8, 8, 6, 3, 2, 0, 1, 0, 8, 3, 0, 1, 0, 8, 4, 0, 1, 6, 0, 4, 8, 8, 8, 1, 6, 8, 1, 1, 2, 8, 8, 8, 8, 1, 0, 0, 4, 1, 6, 0, 1]","[2, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]"
config-28,9,97,20,0.7,0.3,984006.2557703918,1639.2699306845846,"[1, 0, 1, 3, 0, 0, 1, 8, 0, 3, 8, 3, 8, 0, 7, 3, 2, 8, 0, 8, 6, 8, 0, 0, 0, 8, 8, 8, 8, 0, 4, 1, 8, 2, 8, 0, 8, 8, 0, 8, 8, 7, 6, 3, 0, 0, 1, 3, 3, 1, 0, 7, 1, 0, 0, 1, 4, 8, 0, 3, 8, 3, 8, 7, 0, 0, 0, 0, 3, 8, 8, 0, 8, 2, 0, 8, 1, 8, 0, 6, 3, 0, 1, 8, 8, 8, 0, 8, 8, 1, 4, 8, 8, 8, 6, 8, 1]","[0, 0, 1, 1, 0, 0, 2, 0, 1, 2, 2]"
config-28,9,97,20,0.8,0.2,1004658.9374359151,1459.6071417866237,"[1, 0, 0, 8, 1, 1, 8, 0, 1, 8, 0, 1, 6, 8, 0, 8, 5, 1, 1, 1, 0, 0, 0, 7, 2, 1, 6, 1, 8, 4, 3, 1, 0, 1, 6, 0, 1, 0, 8, 0, 8, 8, 8, 0, 1, 2, 7, 8, 0, 2, 1, 0, 1, 7, 8, 1, 1, 1, 0, 3, 0, 0, 1, 8, 8, 1, 7, 8, 8, 0, 8, 3, 1, 1, 1, 1, 0, 2, 1, 8, 8, 0, 0, 8, 1, 1, 8, 3, 3, 3, 2, 8, 8, 6, 0, 6, 8]","[0, 0, 0, 0, 0, 1, 1, 2, 0]"
config-28,9,97,20,0.9,0.1,943359.9899390063,2169.607389699664,"[8, 1, 0, 4, 8, 0, 6, 8, 3, 8, 8, 7, 8, 8, 8, 8, 7, 3, 0, 8, 1, 1, 4, 0, 1, 4, 0, 2, 8, 1, 6, 1, 1, 0, 8, 0, 1, 6, 8, 1, 0, 0, 8, 8, 8, 4, 8, 4, 0, 8, 2, 6, 0, 1, 2, 0, 0, 7, 8, 8, 0, 0, 8, 8, 8, 2, 0, 1, 7, 0, 6, 8, 1, 5, 8, 1, 1, 0, 5, 8, 0, 1, 8, 8, 0, 8, 1, 0, 1, 8, 8, 0, 8, 7, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
config-28,9,97,50,0.1,0.9,798406.5343429673,971.6221597743948,"[7, 1, 1, 5, 0, 0, 1, 1, 8, 8, 1, 0, 0, 8, 8, 6, 0, 3, 1, 2, 8, 8, 8, 0, 0, 8, 0, 7, 4, 1, 6, 0, 0, 8, 1, 0, 8, 8, 0, 8, 8, 0, 0, 8, 8, 2, 0, 1, 1, 8, 0, 1, 0, 1, 8, 0, 1, 0, 1, 8, 1, 0, 0, 0, 8, 1, 8, 1, 0, 8, 8, 0, 1, 0, 0, 0, 0, 0, 1, 1, 8, 0, 0, 8, 7, 8, 0, 8, 8, 0, 4, 8, 0, 8, 7, 0, 0]","[0, 0, 0, 0, 0, 0]"
config-28,9,97,50,0.2,0.8,796282.0974957017,1549.965726182218,"[0, 0, 1, 8, 7, 0, 0, 8, 2, 8, 8, 0, 8, 8, 0, 1, 8, 0, 0, 1, 0, 1, 3, 8, 8, 8, 8, 8, 0, 1, 8, 1, 1, 8, 8, 8, 1, 8, 1, 0, 5, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 8, 0, 1, 8, 8, 1, 8, 0, 1, 8, 0, 0, 4, 8, 0, 1, 8, 0, 6, 7, 0, 0, 0, 6, 8, 8, 1, 0, 4, 4, 8, 8, 0, 0, 8, 0, 8, 1, 2, 8, 0, 1, 0, 8, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
config-28,9,97,50,0.3,0.7,791026.9104731493,1748.0901840670817,"[0, 1, 0, 7, 1, 8, 1, 0, 8, 0, 4, 0, 8, 3, 8, 0, 8, 0, 1, 0, 0, 0, 8, 0, 8, 8, 8, 2, 1, 0, 7, 0, 0, 8, 1, 0, 8, 8, 8, 7, 6, 8, 4, 1, 0, 8, 8, 8, 0, 1, 1, 1, 0, 0, 8, 8, 0, 1, 8, 0, 0, 0, 0, 2, 8, 8, 8, 0, 1, 0, 3, 8, 1, 8, 0, 8, 0, 8, 8, 8, 0, 8, 1, 1, 0, 0, 3, 8, 1, 8, 8, 6, 2, 8, 0, 8, 0]","[0, 0, 1, 0, 0, 1, 0, 2, 0, 0]"
config-28,9,97,50,0.4,0.6,812953.3223014397,1938.0603951607109,"[1, 1, 0, 7, 1, 0, 0, 0, 8, 0, 8, 0, 7, 4, 8, 3, 0, 7, 8, 8, 7, 8, 8, 1, 0, 8, 8, 4, 8, 8, 6, 8, 1, 1, 1, 0, 0, 8, 0, 0, 2, 0, 3, 1, 1, 8, 1, 1, 8, 1, 0, 0, 8, 1, 0, 0, 0, 1, 6, 1, 8, 8, 8, 8, 0, 0, 0, 0, 1, 5, 5, 0, 0, 8, 0, 0, 8, 8, 8, 8, 0, 0, 3, 8, 0, 8, 0, 8, 0, 1, 8, 8, 8, 7, 0, 3, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2]"
config-28,9,97,50,0.5,0.5,731369.7219213982,1823.9362495392888,"[8, 3, 0, 5, 8, 0, 1, 8, 8, 0, 0, 1, 1, 0, 0, 1, 1, 8, 0, 0, 1, 8, 3, 0, 0, 8, 1, 0, 8, 1, 4, 0, 0, 8, 1, 8, 8, 2, 0, 8, 4, 8, 0, 8, 0, 8, 8, 0, 1, 8, 0, 1, 0, 0, 1, 0, 8, 8, 1, 0, 1, 8, 0, 8, 8, 0, 7, 0, 0, 0, 8, 0, 0, 7, 1, 1, 0, 1, 0, 8, 8, 0, 0, 8, 8, 0, 0, 3, 1, 8, 0, 1, 8, 8, 0, 2, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2]"
config-28,9,97,50,0.6,0.4,766748.7297821059,1694.4321308844465,"[0, 0, 8, 6, 0, 0, 0, 0, 7, 0, 0, 0, 0, 8, 1, 0, 8, 5, 0, 0, 0, 1, 4, 8, 1, 2, 8, 8, 1, 8, 8, 0, 7, 8, 8, 8, 7, 8, 0, 0, 8, 0, 0, 7, 8, 8, 0, 0, 0, 1, 0, 1, 8, 0, 8, 1, 8, 2, 0, 0, 0, 3, 0, 1, 0, 4, 8, 8, 1, 0, 2, 8, 1, 8, 8, 0, 1, 8, 0, 0, 0, 0, 0, 8, 0, 0, 1, 3, 8, 8, 0, 0, 8, 0, 8, 8, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1]"
config-28,9,97,50,0.7,0.3,816533.7749858345,1649.3053985319111,"[0, 0, 8, 4, 8, 0, 0, 7, 8, 0, 0, 1, 8, 3, 8, 8, 8, 4, 3, 8, 1, 0, 0, 0, 0, 1, 8, 0, 0, 8, 1, 8, 8, 1, 8, 0, 8, 1, 1, 1, 1, 8, 8, 8, 8, 7, 8, 0, 8, 6, 2, 1, 0, 8, 5, 1, 0, 0, 0, 8, 8, 1, 8, 1, 0, 8, 8, 8, 8, 7, 3, 7, 1, 0, 1, 0, 8, 8, 0, 0, 0, 0, 3, 1, 0, 0, 8, 8, 8, 0, 0, 8, 8, 1, 3, 0, 8]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2]"
config-28,9,97,50,0.8,0.2,806574.4956925071,1843.220659275705,"[0, 0, 1, 8, 8, 1, 8, 0, 0, 8, 8, 0, 7, 1, 0, 1, 1, 5, 1, 8, 0, 0, 0, 0, 0, 1, 8, 8, 0, 8, 3, 0, 8, 8, 2, 0, 4, 7, 1, 1, 8, 1, 0, 1, 0, 1, 1, 0, 6, 1, 1, 0, 0, 0, 0, 0, 0, 8, 1, 8, 0, 8, 8, 2, 8, 7, 8, 1, 1, 5, 6, 0, 0, 8, 3, 0, 8, 8, 0, 3, 2, 0, 0, 0, 8, 1, 7, 0, 8, 8, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
config-28,9,97,50,0.9,0.1,782475.5121923167,2560.6616207424845,"[1, 1, 8, 1, 8, 8, 1, 1, 2, 1, 1, 0, 8, 1, 8, 0, 5, 3, 8, 0, 3, 1, 6, 8, 0, 0, 0, 0, 0, 8, 5, 1, 0, 7, 0, 0, 8, 7, 8, 8, 0, 1, 8, 0, 8, 8, 8, 8, 7, 0, 0, 8, 0, 0, 0, 0, 3, 0, 0, 8, 0, 8, 3, 8, 0, 1, 6, 0, 8, 1, 1, 7, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 1, 1, 0, 8, 0, 0, 8, 1, 1, 8, 0, 0, 8, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2]"
config-28,9,97,100,0.1,0.9,799562.1372779799,1485.3464297339228,"[8, 8, 0, 0, 8, 3, 1, 1, 0, 1, 1, 5, 1, 0, 0, 0, 0, 8, 1, 8, 8, 0, 0, 1, 0, 8, 8, 4, 1, 0, 7, 0, 0, 0, 8, 2, 0, 8, 1, 0, 7, 1, 0, 8, 1, 8, 2, 0, 8, 0, 7, 0, 6, 1, 8, 0, 1, 8, 8, 0, 8, 1, 8, 8, 8, 0, 8, 0, 0, 0, 8, 8, 0, 7, 3, 0, 1, 8, 0, 1, 7, 0, 0, 8, 1, 8, 0, 0, 1, 2, 0, 8, 0, 0, 8, 0, 8]","[0, 0, 0, 0, 0, 0, 1, 2, 0]"
config-28,9,97,100,0.2,0.8,781430.8414214487,1712.948341058911,"[8, 8, 1, 8, 1, 8, 8, 8, 7, 1, 8, 8, 0, 8, 0, 0, 8, 0, 0, 0, 8, 8, 3, 0, 0, 0, 1, 0, 8, 0, 8, 0, 8, 4, 1, 0, 7, 8, 8, 0, 4, 0, 8, 3, 8, 6, 6, 0, 0, 8, 8, 0, 8, 0, 6, 0, 8, 4, 0, 7, 8, 8, 1, 0, 8, 0, 8, 0, 0, 0, 8, 0, 0, 8, 1, 0, 0, 0, 8, 1, 1, 8, 1, 0, 0, 1, 0, 6, 8, 6, 0, 0, 8, 0, 0, 8, 0]","[1, 0, 0, 0, 2, 0, 0, 1, 0, 0]"
config-28,9,97,100,0.3,0.7,842656.1153875436,1560.1684043187452,"[0, 0, 0, 8, 8, 0, 0, 0, 1, 0, 1, 1, 8, 2, 7, 0, 8, 1, 0, 8, 6, 8, 6, 1, 0, 0, 8, 3, 1, 0, 3, 0, 8, 0, 0, 8, 8, 0, 3, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 1, 8, 7, 0, 1, 7, 0, 0, 1, 4, 0, 1, 8, 8, 0, 7, 1, 0, 0, 8, 4, 6, 8, 0, 6, 1, 0, 8, 0, 1, 1, 8, 1, 2, 0, 2, 1, 8, 1, 8, 0, 8, 0, 8, 1, 8, 0, 0]","[0, 0, 2, 1, 0, 1, 0, 0, 0, 1]"
config-28,9,97,100,0.4,0.6,854139.3016474392,1502.7821732811215,"[0, 0, 1, 2, 0, 1, 8, 0, 8, 0, 3, 8, 0, 1, 0, 1, 8, 8, 0, 3, 1, 0, 8, 1, 8, 3, 0, 8, 8, 0, 6, 0, 4, 7, 4, 2, 8, 1, 1, 8, 7, 8, 6, 0, 8, 1, 8, 8, 8, 8, 0, 1, 1, 1, 0, 8, 8, 8, 1, 8, 0, 8, 8, 1, 0, 0, 0, 0, 1, 4, 2, 8, 8, 5, 1, 8, 1, 8, 8, 0, 2, 8, 3, 0, 1, 3, 0, 1, 8, 8, 1, 8, 1, 8, 8, 1, 8]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
config-28,9,97,100,0.5,0.5,799494.0812930361,2133.9659287746263,"[0, 8, 1, 2, 0, 1, 0, 0, 0, 3, 0, 8, 8, 1, 3, 0, 0, 3, 8, 0, 8, 0, 4, 7, 0, 0, 0, 5, 8, 0, 1, 0, 8, 8, 1, 1, 0, 1, 8, 0, 8, 8, 0, 0, 8, 0, 1, 8, 1, 1, 3, 1, 1, 0, 8, 0, 0, 0, 7, 0, 8, 8, 0, 7, 0, 8, 2, 1, 0, 0, 4, 0, 0, 1, 3, 8, 1, 1, 8, 1, 7, 8, 1, 0, 0, 8, 0, 0, 2, 0, 1, 8, 8, 8, 8, 8, 8]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2]"
config-28,9,97,100,0.6,0.4,774417.1026922408,1479.9914337913465,"[1, 0, 6, 8, 8, 0, 0, 0, 0, 8, 1, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 8, 8, 1, 3, 0, 0, 8, 7, 0, 7, 0, 8, 0, 0, 1, 1, 2, 8, 0, 7, 8, 7, 0, 8, 0, 8, 8, 1, 7, 8, 0, 8, 0, 3, 0, 1, 0, 1, 0, 0, 0, 8, 8, 0, 8, 8, 8, 8, 7, 0, 1, 8, 1, 1, 0, 8, 1, 0, 8, 8, 0, 8, 8, 8, 0, 1, 0, 8, 1, 4, 0, 8, 6, 8, 1, 8]","[0, 0, 0, 0, 0, 1, 0, 2, 0]"
config-28,9,97,100,0.7,0.3,727116.4998116906,1585.524871125823,"[0, 8, 8, 4, 0, 8, 0, 0, 0, 8, 1, 1, 0, 3, 0, 0, 8, 3, 0, 0, 1, 8, 7, 1, 0, 0, 0, 0, 1, 0, 7, 1, 0, 1, 0, 0, 0, 8, 1, 0, 8, 0, 0, 0, 1, 0, 6, 1, 0, 8, 8, 8, 0, 1, 0, 8, 8, 8, 1, 8, 1, 0, 0, 1, 0, 8, 7, 8, 1, 0, 8, 8, 8, 0, 1, 0, 8, 1, 0, 0, 3, 0, 0, 0, 1, 8, 0, 8, 0, 0, 8, 0, 3, 8, 8, 8, 0]","[0, 0, 0, 1, 0, 0, 0, 1, 1, 2]"
config-28,9,97,100,0.8,0.2,762001.8346337333,2045.4948476678817,"[0, 0, 8, 0, 0, 1, 0, 0, 2, 0, 0, 3, 1, 1, 8, 0, 0, 8, 0, 0, 2, 1, 6, 3, 0, 0, 0, 0, 8, 1, 3, 8, 8, 5, 1, 0, 0, 0, 8, 1, 8, 8, 1, 0, 8, 1, 7, 0, 8, 8, 1, 0, 8, 1, 2, 1, 0, 8, 8, 8, 1, 0, 0, 8, 8, 0, 4, 0, 1, 3, 8, 0, 0, 0, 0, 0, 1, 0, 8, 0, 8, 8, 0, 1, 8, 0, 0, 2, 1, 0, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 2]"
config-28,9,97,100,0.9,0.1,781960.1061973852,1271.233056407592,"[1, 0, 8, 7, 0, 8, 0, 1, 8, 0, 8, 8, 0, 1, 8, 7, 0, 8, 8, 8, 0, 0, 2, 4, 0, 3, 0, 0, 8, 8, 6, 7, 0, 0, 0, 0, 8, 4, 0, 0, 8, 0, 8, 0, 8, 8, 6, 0, 1, 8, 3, 8, 8, 0, 7, 8, 3, 0, 0, 4, 0, 0, 1, 0, 0, 1, 8, 8, 8, 8, 3, 0, 8, 8, 0, 0, 0, 0, 1, 0, 8, 1, 8, 0, 8, 8, 8, 1, 0, 8, 0, 0, 0, 8, 8, 8, 8]","[0, 0, 0, 0, 0, 1, 0, 0]"
config-28,9,97,200,0.1,0.9,809654.3614651626,2303.373667735524,"[1, 8, 8, 8, 0, 1, 8, 0, 6, 0, 0, 0, 8, 8, 7, 0, 8, 0, 8, 1, 8, 4, 6, 1, 0, 8, 0, 0, 1, 1, 0, 7, 3, 0, 8, 1, 8, 7, 1, 8, 6, 1, 8, 8, 0, 1, 1, 6, 8, 0, 8, 1, 8, 1, 5, 0, 1, 0, 8, 8, 0, 8, 0, 1, 8, 1, 8, 0, 8, 5, 1, 2, 0, 8, 8, 0, 1, 7, 8, 0, 7, 1, 0, 0, 8, 0, 0, 2, 0, 8, 8, 0, 0, 8, 0, 0, 8]","[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 2]"
config-28,9,97,200,0.2,0.8,741943.2059566794,1292.634787401163,"[8, 8, 3, 8, 0, 0, 8, 1, 8, 8, 0, 8, 8, 1, 0, 8, 1, 1, 8, 0, 0, 0, 4, 0, 0, 3, 0, 0, 0, 8, 0, 0, 0, 8, 0, 1, 8, 7, 8, 8, 0, 0, 8, 1, 0, 8, 1, 0, 8, 8, 8, 8, 0, 7, 5, 0, 8, 8, 0, 8, 0, 0, 8, 8, 0, 0, 2, 8, 8, 0, 8, 8, 8, 8, 0, 7, 0, 0, 0, 0, 8, 3, 8, 8, 0, 8, 1, 0, 7, 0, 0, 8, 8, 1, 8, 8, 8]","[1, 0, 0, 0, 0, 0, 0, 1]"
config-28,9,97,200,0.3,0.7,780262.2502765113,2247.1753848408007,"[0, 0, 0, 3, 8, 0, 0, 1, 0, 1, 0, 5, 3, 1, 8, 8, 0, 8, 0, 0, 0, 0, 4, 8, 1, 8, 7, 7, 0, 1, 1, 0, 8, 2, 8, 1, 0, 7, 8, 8, 8, 1, 0, 8, 0, 8, 6, 8, 0, 8, 0, 7, 8, 8, 8, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 8, 0, 1, 0, 8, 4, 1, 8, 0, 1, 0, 8, 8, 1, 3, 2, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 8, 1, 8]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1]"
config-28,9,97,200,0.4,0.6,723988.9904162622,1653.0032673018654,"[8, 0, 8, 1, 8, 1, 0, 8, 7, 0, 0, 0, 8, 0, 0, 8, 0, 0, 8, 8, 8, 1, 2, 0, 0, 1, 0, 0, 0, 0, 8, 8, 8, 8, 2, 0, 4, 0, 1, 8, 1, 1, 7, 0, 8, 0, 7, 1, 8, 8, 0, 0, 0, 8, 6, 0, 0, 0, 1, 0, 8, 0, 8, 8, 0, 8, 8, 0, 0, 8, 5, 0, 8, 1, 1, 1, 0, 0, 0, 1, 8, 8, 0, 0, 0, 8, 8, 8, 0, 1, 0, 0, 1, 4, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
config-28,9,97,200,0.5,0.5,773644.7356195993,1775.6185368657125,"[0, 0, 1, 6, 1, 0, 0, 8, 0, 1, 1, 0, 8, 4, 0, 1, 1, 3, 0, 8, 1, 1, 8, 0, 0, 0, 1, 8, 8, 8, 2, 8, 8, 8, 0, 0, 8, 0, 0, 0, 8, 1, 8, 0, 0, 8, 5, 0, 8, 0, 8, 8, 0, 7, 2, 8, 1, 1, 8, 8, 8, 8, 0, 1, 0, 8, 8, 0, 8, 1, 5, 0, 1, 2, 1, 0, 8, 1, 6, 1, 0, 0, 8, 8, 0, 0, 8, 8, 8, 1, 7, 1, 4, 1, 0, 0, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
