config,physical_machines,services,generations,alpha,beta,latency,energy,placement_physical,placement_vm,is_perfect
config-91,4,7,200,0.5,0.5,13138.201555714419,3689.215124588969,"[1, 1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0]","[True, False, True, True, False, True, True]"
config-92,3,8,200,0.5,0.5,20855.381064203782,6134.781492124947,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[True, True, True, True, True, True, False, True]"
config-93,3,8,200,0.5,0.5,15550.484587682377,8292.170882339533,"[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 0]","[True, True, True, True, True, False, True, True]"
config-94,3,6,200,0.5,0.5,10977.688963255654,3552.5413471322795,"[2, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[False, True, True, True, True, True]"
config-95,3,8,200,0.5,0.5,22420.323984062372,6280.962868219623,"[1, 2, 1, 1, 1, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]","[False, False, False, True, True, True, True, False]"
config-96,3,6,200,0.5,0.5,5739.102970467944,3956.563499333685,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[True, True, True, True, True, True]"
config-97,3,8,200,0.5,0.5,9407.7691854838,4479.226045551901,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[True, True, True, True, True, True, True, True]"
config-98,3,5,200,0.5,0.5,12034.834181996224,2606.547070890992,"[0, 1, 0, 1, 0]","[0, 1, 0, 1, 0]","[True, False, True, False, True]"
config-99,4,7,200,0.5,0.5,21425.79394969938,4338.920773474296,"[1, 2, 1, 1, 0, 1, 1]","[1, 0, 1, 0, 0, 1, 1]","[True, True, True, True, True, False, False]"
config-100,4,7,200,0.5,0.5,15461.088270372167,2770.7408473488604,"[2, 1, 1, 2, 1, 2, 2]","[1, 0, 1, 0, 1, 1, 0]","[False, True, True, True, True, False, True]"
