config,physical_machines,services,generations,alpha,beta,latency,energy,placement_physical,placement_vm,is_perfect
config-84,55,68,200,0.1,0.9,115726.37744522585,21744.029988584494,"[23, 10, 28, 38, 41, 25, 42, 40, 1, 43, 3, 42, 7, 26, 30, 23, 18, 16, 42, 2, 20, 21, 41, 0, 20, 38, 46, 4, 42, 26, 18, 26, 3, 24, 43, 39, 31, 9, 35, 45, 0, 38, 3, 26, 40, 13, 42, 18, 11, 25, 46, 32, 31, 29, 3, 23, 3, 12, 12, 10, 31, 41, 5, 20, 15, 1, 0, 41]","[2, 0, 1, 2, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 2, 0, 1, 2, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0]","[False, True, True, False, True, True, False, True, False, True, True, True, True, False, True, True, False, True, True, False, True, True, False, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, False, False, True, True, False, True, False, False, False, True, True, True, False, False, True, False, True, True, True, True, False, True, True, True, True, False]"
config-84,55,68,200,0.2,0.8,109970.12247105612,23494.10879945398,"[42, 25, 8, 41, 16, 26, 42, 41, 1, 28, 41, 32, 18, 41, 43, 3, 44, 42, 3, 2, 1, 40, 41, 42, 35, 29, 21, 10, 33, 26, 28, 26, 18, 14, 28, 0, 36, 5, 38, 11, 38, 3, 25, 42, 13, 13, 38, 17, 35, 30, 7, 16, 36, 20, 6, 3, 16, 2, 26, 2, 43, 0, 12, 23, 39, 1, 45, 3]","[1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 2, 0, 0, 3, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 2, 2, 0, 2, 0, 2, 0, 0, 1, 0, 1, 2, 0, 0, 0, 2]","[False, True, True, False, True, True, False, True, False, True, True, True, True, False, True, True, False, True, True, False, True, True, False, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, False, False, True, True, False, True, False, True, True, True, True, True, False, False, True, False, True, True, True, True, False, True, True, True, True, False]"
config-84,55,68,200,0.3,0.7,112374.26172338115,23311.83216983521,"[35, 30, 27, 26, 8, 5, 3, 41, 38, 16, 7, 3, 28, 1, 26, 34, 8, 42, 38, 40, 18, 42, 3, 0, 41, 7, 26, 41, 38, 42, 4, 1, 26, 1, 21, 6, 43, 29, 43, 38, 6, 28, 18, 45, 36, 35, 11, 24, 25, 31, 13, 17, 23, 23, 26, 42, 29, 12, 9, 33, 30, 10, 1, 41, 0, 2, 32, 42]","[1, 0, 1, 0, 0, 0, 2, 0, 2, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 1, 0, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 1]","[False, True, True, False, True, True, False, True, False, True, True, True, True, False, True, True, False, True, True, False, True, True, False, False, False, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, False, False, True, True, False, True, False, True, True, True, True, True, False, False, True, False, True, True, True, True, False, True, True, True, True, False]"
config-84,55,68,200,0.4,0.6,107521.13766855316,24268.096210398282,"[23, 29, 28, 41, 18, 11, 33, 29, 6, 28, 38, 7, 1, 42, 20, 13, 35, 41, 18, 18, 9, 44, 26, 26, 18, 21, 18, 0, 43, 6, 2, 24, 41, 41, 42, 7, 20, 42, 7, 29, 26, 35, 26, 3, 30, 30, 44, 3, 42, 45, 38, 40, 31, 36, 14, 26, 43, 3, 38, 11, 13, 41, 25, 43, 11, 17, 9, 2]","[2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 1, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2]","[False, True, True, False, True, True, False, True, False, True, True, True, True, False, True, True, False, True, True, False, True, True, False, False, False, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, False, False, True, True, False, True, False, True, True, True, True, True, False, False, True, False, True, True, True, True, False, True, True, True, True, False]"
config-84,55,68,200,0.5,0.5,105531.29673108518,23859.459289359565,"[11, 33, 10, 3, 16, 29, 18, 2, 23, 41, 38, 0, 3, 42, 3, 45, 41, 43, 44, 24, 30, 18, 41, 26, 35, 1, 44, 6, 42, 23, 43, 4, 42, 35, 28, 5, 0, 37, 20, 7, 30, 28, 18, 26, 13, 7, 2, 20, 2, 43, 14, 3, 18, 28, 42, 40, 41, 26, 25, 43, 1, 42, 0, 20, 31, 12, 11, 3]","[0, 0, 3, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 1, 2, 1, 1, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 2, 0, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 3, 2, 0, 0, 0, 2]","[False, True, True, False, True, True, False, True, False, True, True, True, True, False, True, True, False, True, True, False, True, True, False, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, False, False, True, True, False, True, False, True, True, True, True, True, False, False, True, False, True, True, True, True, False, True, True, True, True, False]"
config-84,55,68,200,0.6,0.4,105237.77678897353,27331.242953318986,"[23, 45, 16, 3, 40, 43, 11, 0, 42, 0, 41, 13, 36, 45, 4, 24, 18, 0, 21, 0, 44, 0, 42, 24, 35, 23, 26, 43, 30, 18, 11, 38, 6, 28, 41, 25, 9, 31, 20, 1, 18, 20, 42, 26, 41, 33, 41, 42, 45, 44, 16, 18, 18, 38, 17, 0, 38, 42, 29, 30, 38, 4, 44, 42, 18, 7, 1, 38]","[2, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 3, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 2]","[False, True, True, False, True, True, False, True, False, True, True, True, True, False, True, True, False, True, True, False, True, True, False, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, False, False, True, True, False, True, False, True, True, True, True, True, False, False, True, False, True, True, True, True, False, True, True, True, True, False]"
config-84,55,68,200,0.7,0.3,105306.23688270291,26923.66963712257,"[3, 7, 1, 3, 26, 41, 42, 18, 42, 18, 7, 45, 0, 22, 4, 30, 0, 18, 11, 42, 25, 17, 3, 32, 26, 44, 0, 26, 7, 24, 38, 24, 18, 6, 16, 31, 26, 5, 2, 38, 14, 10, 35, 23, 21, 25, 41, 40, 2, 41, 11, 45, 43, 8, 11, 3, 35, 14, 38, 27, 26, 28, 26, 4, 1, 20, 18, 23]","[2, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2, 0, 3, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3, 1, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 2, 1, 1, 0, 1, 0, 1, 0, 2, 0, 0, 0, 2]","[False, True, True, False, True, True, False, True, False, True, True, True, True, False, True, True, False, True, True, False, True, True, False, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, False, False, False, True, False, True, False, True, True, True, True, True, False, False, True, False, True, True, True, True, False, True, True, True, True, False]"
config-84,55,68,200,0.8,0.2,101830.74635698092,33256.79448299079,"[0, 42, 44, 3, 30, 34, 18, 11, 2, 26, 26, 45, 26, 3, 1, 13, 18, 0, 21, 44, 31, 18, 18, 36, 35, 40, 0, 7, 18, 6, 1, 11, 18, 45, 45, 30, 40, 5, 43, 0, 1, 26, 24, 42, 8, 17, 2, 11, 2, 17, 26, 28, 11, 20, 26, 42, 41, 3, 30, 45, 4, 16, 18, 42, 6, 0, 26, 11]","[3, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 2, 0, 2, 0, 0, 1, 0, 2, 0, 1, 0, 2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]","[False, True, True, False, True, True, False, True, False, True, True, True, True, False, True, True, False, True, True, False, True, True, False, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, False, False, True, True, False, True, False, True, True, True, True, True, False, False, True, False, True, True, True, True, False, True, True, True, True, False]"
config-84,55,68,200,0.9,0.1,101743.10723005592,35775.6542983218,"[23, 11, 18, 26, 34, 16, 18, 11, 14, 29, 24, 44, 1, 36, 11, 0, 42, 0, 30, 42, 31, 26, 26, 45, 4, 24, 45, 26, 41, 3, 10, 30, 11, 10, 26, 45, 15, 42, 8, 11, 17, 30, 17, 42, 1, 44, 45, 41, 17, 36, 18, 28, 11, 26, 42, 21, 43, 26, 24, 18, 28, 44, 40, 7, 45, 40, 26, 26]","[2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 3, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[False, True, True, False, True, True, False, True, False, True, True, True, True, False, True, True, False, True, True, False, True, True, False, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, False, False, True, True, False, True, False, True, True, True, True, True, False, False, True, False, True, True, True, True, False, True, True, True, True, False]"
config-85,46,51,10,0.1,0.9,97129.13139914445,18062.714733843153,"[25, 23, 4, 40, 32, 15, 10, 24, 30, 1, 8, 16, 24, 15, 12, 16, 9, 9, 34, 15, 3, 5, 30, 14, 12, 17, 18, 10, 33, 31, 18, 38, 35, 39, 30, 5, 17, 38, 19, 23, 39, 15, 11, 37, 18, 9, 9, 31, 21, 25, 32]","[1, 1, 3, 3, 0, 0, 3, 1, 0, 4, 2, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 2, 2, 1, 0, 0, 4, 1, 0, 1, 3, 0, 1, 0, 1, 0, 2, 1, 0, 2, 0, 0, 1]","[False, True, False, False, True, False, False, False, True, False, False, True, False, True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, False, False, False, True, True, True, False, False, True, True, False, False, True, False, False, True, False, False, True, True, True, True, False]"
